trans_date_trans_time,cc_num,merchant,category,amt,city,state,zip,trans_num,merch_zipcode,transaction_category
2020-07-12 04:25:37,4952583804639909,fraud_Stracke-Lemke,grocery_pos,127.2,Warren,OH,44483,949a457e253b44e800a9ffe7003c0dd3,44442.0,bank transaction
2020-10-30 08:17:46,371683116218417,"fraud_Greenholt, O'Hara and Balistreri",shopping_net,5.22,Iselin,NJ,8830,2ecc549ad0e80e28101478ced847f56d,,credit
2020-12-05 08:20:54,4839615922685395,fraud_Murray-Smitham,grocery_pos,144.89,Harrodsburg,IN,47434,ffcb69f74e7248d9efe114a7c72a3666,47283.0,credit
2020-12-16 15:47:56,4089096483689733451,fraud_Lynch Ltd,shopping_pos,206.0,Kilgore,TX,75662,c06ced7be531869931eef8820403493e,75954.0,mobile transaction
2020-08-19 13:16:31,4514242065619750,"fraud_Schiller, Blanda and Johnson",home,81.54,Laramie,WY,82072,fd03bbde83f679fe9729afd6dcdab03f,82072.0,bank transaction
2020-11-27 23:20:46,30199621383748,fraud_Shields-Wunsch,health_fitness,34.34,Leonard,TX,75452,fbfb50a7de3bb925a08a647909e8dadd,73453.0,bank transaction
2020-07-31 03:28:38,4294040533480516,fraud_Cummings LLC,gas_transport,58.25,New Ellenton,SC,29809,1de402c4aad01bd423aac9327e3e6caa,29160.0,mobile transaction
2020-08-23 20:52:31,372509258176510,fraud_Abshire PLC,entertainment,113.8,Goodrich,MI,48438,0f6b653467314831d305c084953bb8c6,,mobile transaction
2020-12-20 20:36:07,30408301059761,fraud_Turner LLC,travel,4.38,Cross,SC,29436,8c3fd55d45ec684c7565286d48100532,29016.0,credit
2020-10-24 21:08:46,6011381817520024,fraud_Medhurst PLC,shopping_net,6.5,Lagrange,WY,82221,226935a0b89d9b0affa0a4948c3035b4,82007.0,mobile transaction
2020-12-20 23:55:37,30044330818990,fraud_Morissette-Schaefer,personal_care,7.66,Fort Myers,FL,33967,b66f4d1391d0b9a00c449c6196b6a15b,,debit
2020-11-15 15:38:20,4658117080136,fraud_Hickle Group,shopping_pos,7.84,Crownpoint,NM,87313,abef6c67be2844f0a7c1d7b38c417006,,credit
2020-12-08 16:28:39,3564839259330465,fraud_Yost-Rogahn,personal_care,32.81,Port Costa,CA,94569,265f9600b5e5b74a64b92862a0be5982,,debit
2020-12-27 15:58:46,6011329966782895,fraud_Bahringer Group,health_fitness,19.03,Tulsa,OK,74131,51bec443c9165f3c702c879cf2c33571,74019.0,bank transaction
2020-11-06 17:11:31,4334230547694630,fraud_Abshire PLC,entertainment,19.85,Freedom,WY,83120,df32d1f37653497ccef0e3abcdd84d40,83445.0,mobile transaction
2020-10-28 07:29:08,3567527758368741,fraud_Dach-Borer,grocery_net,37.77,Sterling City,TX,76951,24c240bf32a012710fa7f07acb3cdb46,76941.0,mobile transaction
2020-12-22 03:52:38,676372984911,fraud_Kling Inc,gas_transport,49.79,Esbon,KS,66941,cf39070cd201d4140d7350600f914014,68943.0,credit
2020-12-25 11:08:26,6517217825320610,fraud_Jast Ltd,shopping_net,4.43,Sontag,MS,39665,21f2ae535a39097659a46b7ef2039f57,,bank transaction
2020-10-25 12:16:21,3521417320836166,fraud_Windler LLC,kids_pets,80.19,Indianapolis,IN,46254,62f314eaac6b58b49c2d33aed0bfbf72,46259.0,credit
2020-12-09 04:41:13,5359543825610251,"fraud_Schaefer, Maggio and Daugherty",gas_transport,74.68,Belgrade,MT,59714,81a8495540ddcf34de55cca0e4eb5b0f,,debit
2020-07-21 23:39:07,213178765398315,fraud_Goyette-Herzog,travel,4.84,Riverton,WY,82501,a479064b9acfcd37b614a61cc6a5cfe9,,debit
2020-07-07 15:56:57,4997733566924489,"fraud_Heathcote, Yost and Kertzmann",shopping_net,4.49,Saint Paul,MN,55128,d6128ab7b1b3d89d09ad3a3a35a6570d,55972.0,bank transaction
2020-07-19 10:03:54,3543591270174051,fraud_Luettgen PLC,gas_transport,66.76,Armagh,PA,15920,d96958d06bbcbdae54aa170c936c31f3,15534.0,bank transaction
2020-08-11 11:55:35,36722699017270,fraud_Kemmer-Buckridge,misc_pos,21.86,Superior,AZ,85173,8672f9c2dd0cbade577cc2fefab7eb67,85138.0,bank transaction
2020-11-17 13:34:52,180031190491743,"fraud_Konopelski, Schneider and Hartmann",food_dining,45.02,Mobile,AL,36617,984b839b8ec08516e21b86c457527b38,36522.0,debit
2020-08-24 10:41:28,4861310130652566408,fraud_DuBuque LLC,grocery_pos,248.24,Saint Amant,LA,70774,96639ab4462f6b6bacc276e17f0fc770,70049.0,bank transaction
2020-07-18 12:10:27,3560318482131952,fraud_Kub-Heaney,health_fitness,53.31,Mount Hope,AL,35651,ae245a9ade17eb156912f72b7a322883,35616.0,bank transaction
2020-11-20 02:26:01,4383521454815,"fraud_Tillman, Fritsch and Schmitt",misc_net,38.27,Indianapolis,IN,46290,2e61ea508973b6028a3e5d0c4fe78d20,46911.0,bank transaction
2020-07-04 15:47:40,3547574373318979,fraud_Collier LLC,home,27.59,Dieterich,IL,62424,c576c8576fc85648261eae442906627d,61924.0,credit
2020-12-27 10:08:47,346208242862904,fraud_Kling Inc,gas_transport,100.04,New York City,NY,10280,a79ee6ac786277d39b6c51f502ab6376,12727.0,bank transaction
2020-12-07 16:53:38,4079773899158,fraud_Deckow-Dare,food_dining,62.49,Mesa,ID,83643,fcc6ef64eb47fbb1b4fcf131a34e15ca,83602.0,mobile transaction
2020-12-07 13:56:03,30273037698427,fraud_Friesen-Ortiz,personal_care,64.41,Thida,AR,72165,d6359445b6563c53fec24704ecb5a2ab,72368.0,credit
2020-08-18 16:54:17,2720433095629877,fraud_Sawayn PLC,shopping_pos,2.74,Bowdoin,ME,4287,587639ebc06ee0c5ee3f72b850bf209b,4911.0,mobile transaction
2020-12-15 22:15:53,4092452671396169678,"fraud_Haley, Batz and Auer",health_fitness,11.29,Bolton,NC,28423,8bccb51fa6e585c6baa809cd2a045f55,,debit
2020-11-08 13:14:10,3597337756918966,"fraud_Lang, Towne and Schuppe",kids_pets,61.91,Glen Rock,PA,17327,cedc5da2793e1044b1eb6326fcb862ce,21918.0,debit
2020-08-11 07:51:58,374497717543058,fraud_Nader-Heller,misc_net,141.36,Wilton,ND,58579,9be33346e2e8fa42def048dad16fcb93,58758.0,bank transaction
2020-12-01 14:46:48,4736845434667908128,fraud_Hackett Group,travel,9.24,Altona,NY,12910,f7c11bc630bd934163aa11d95f171a45,12966.0,bank transaction
2020-09-25 17:01:12,503848303379,fraud_Padberg-Sauer,home,11.94,Saint James City,FL,33956,254b9e2b614f24c7e8b79c04f7192a7e,,bank transaction
2020-12-01 04:24:33,4809701904914,fraud_Cummings Group,grocery_net,70.01,Phenix City,AL,36869,9075466e3ae8a8a05e9c1f0b6db6dbb7,31816.0,debit
2020-10-16 16:01:26,30103132002433,fraud_Schumm PLC,health_fitness,90.05,Morrisdale,PA,16858,9718ba6dc78dc1f9f87761e7f372937b,16735.0,mobile transaction
2020-12-11 22:52:22,676102124465,fraud_Harris Group,food_dining,130.43,Napa,CA,94558,477bc8c47b6e18559beb224aa0d18321,95421.0,bank transaction
2020-10-03 15:16:34,3586008444788268,"fraud_Roob, Conn and Tremblay",shopping_pos,41.21,Issaquah,WA,98027,8b2e2b35653a75040e53c957c9e0425b,98012.0,debit
2020-12-06 19:56:05,4079773899158,"fraud_Ledner, Hartmann and Feest",health_fitness,50.42,Mesa,ID,83643,cd68fcee5b9c9c0df2ad0df113b9f1bb,83672.0,mobile transaction
2020-12-24 15:59:58,4988304376504,"fraud_Hagenes, Kohler and Hoppe",food_dining,57.01,Rock Tavern,NY,12575,74768be59026d77822d457bcf5c93df3,7874.0,debit
2020-12-07 15:05:30,4640395708703,fraud_Gulgowski LLC,home,152.31,Fordoche,LA,70732,502fd791a22b8c6dd77c9168757ac257,70339.0,credit
2020-07-20 04:49:53,4972228199573984,fraud_Kiehn Inc,grocery_pos,125.27,Lane,OK,74555,c64ef6549fee5cb077c3a94dcf7d62ab,74501.0,mobile transaction
2020-12-05 15:07:38,676195318214,fraud_Rempel Inc,shopping_net,6.67,Altair,TX,77412,f1fae79082190a818d08d77da2df63c9,77423.0,bank transaction
2020-11-23 20:45:20,4792627764422477317,"fraud_Schumm, McLaughlin and Carter",food_dining,80.1,De Soto,KS,66018,e3f209b29192e76b31a0dfdada549bfc,66035.0,bank transaction
2020-12-06 19:10:30,502049568400,fraud_Padberg-Rogahn,entertainment,10.07,Marion,CT,6444,2d0f5f6027ca1a0fb5c214ca3ce29854,1223.0,mobile transaction
2020-07-29 04:03:02,4761403817546679245,fraud_Barton Inc,grocery_pos,90.42,Viola,AR,72583,91148cbb292ee56cb08659f1940a3503,72635.0,credit
2020-11-03 05:21:48,3541554378551366,fraud_Bins-Rice,gas_transport,79.2,Hampton,VA,23666,6d57bf0e64cee08a695597c8294e8b75,23459.0,mobile transaction
2020-09-06 13:31:01,4497913965512794052,"fraud_Turner, Ziemann and Lehner",food_dining,21.94,Pembroke,NC,28372,3a4e058ffc809ee78e714aee2ca15973,27306.0,credit
2020-06-25 23:43:37,4629451965224809,fraud_Mante Group,misc_net,18.95,Hahira,GA,31632,cebe217e76b9c736bc7cf1e015294548,31634.0,bank transaction
2020-06-27 04:38:24,213154573301411,"fraud_Osinski, Ledner and Leuschke",grocery_pos,99.38,Bristow,IN,47515,6fa6c726912f1980df38350dac076caf,47247.0,bank transaction
2020-08-11 13:14:50,4044436772018844508,fraud_McKenzie-Huels,food_dining,13.54,Dayton,OH,45415,0ad94a7f3e6d93db2284e293001a9a76,47325.0,credit
2020-08-01 07:50:36,4384910379661778,"fraud_Welch, Rath and Koepp",entertainment,32.65,Hawley,MN,56549,3c4fd4f285a3889754fadfcc2cbf56a6,56721.0,mobile transaction
2020-07-13 02:44:46,5289285402893489,fraud_Hintz-Bruen,grocery_net,61.17,Bay City,OR,97107,b809ba82f72245ed84b45e605c2972e1,,debit
2020-12-24 04:00:25,4584931703207308232,"fraud_Schultz, Simonis and Little",grocery_pos,183.01,Dallas,TX,75218,e64634f342c00c967a43cca29d1c281d,76273.0,bank transaction
2020-08-21 01:40:06,3556613125071656,"fraud_Mosciski, Gislason and Mertz",grocery_pos,46.45,Lake Jackson,TX,77566,907bc65557af4bc76771a7d0b588d38c,,mobile transaction
2020-12-10 12:02:38,180081032825079,fraud_Champlin and Sons,home,226.97,Duncan,MS,38740,2fb9778c7054fb79b31a85430fe6a07f,38744.0,debit
2020-08-22 23:58:25,4328928491302401,fraud_Romaguera and Sons,travel,5.66,Greendale,WI,53129,1a473642669dbfce7309732224275976,,credit
2020-12-13 08:58:45,3556613125071656,fraud_Bahringer-Larson,grocery_net,24.22,Lake Jackson,TX,77566,2e719a9f6669ef7dda79a8dad5765e44,,debit
2020-10-02 01:45:57,4247921790666,fraud_Beier-Hyatt,shopping_pos,98.41,Washington Court House,OH,43160,42d2f7fe911ea5695a6143f78b0b469c,45176.0,debit
2020-12-03 01:07:37,180018375329178,fraud_Bins-Rice,gas_transport,98.88,Munith,MI,49259,15ade123d943b4b85a12b6dfb92ddca0,48879.0,credit
2020-12-07 15:34:45,213113338379864,"fraud_Turcotte, Batz and Buckridge",health_fitness,1.84,Kingsville,MD,21087,b7382bde1306ae7804ef856aef0b6d01,21629.0,debit
2020-12-07 17:41:45,6011652924285713,"fraud_Lesch, D'Amore and Brown",food_dining,31.97,Rocky Mount,MO,65072,094dad4e15677f54275fd54cdad74f7d,65767.0,debit
2020-07-01 17:46:21,213186880359195,fraud_Bins-Tillman,entertainment,75.94,Smithfield,IL,61477,313876e76cf4e6e5b72c01494d699bf6,61432.0,credit
2020-11-06 11:01:25,60422928733,fraud_Stoltenberg-Beatty,shopping_pos,7.24,North Augusta,SC,29860,24fd8d7a6b115938d7c0e374c9933167,29810.0,mobile transaction
2020-08-02 06:20:47,4671727014157745,fraud_McDermott-Weimann,grocery_pos,120.34,Andrews,IN,46702,8af478cdb4903af83582627d09b3184a,45846.0,mobile transaction
2020-10-29 14:14:22,38052002992326,"fraud_Schumm, McLaughlin and Carter",food_dining,20.49,Cleveland,TX,77327,a2f6fc8b5a3f5e746c677c686b15f1a7,77385.0,mobile transaction
2020-08-11 04:48:32,2291163933867244,fraud_Conroy-Cruickshank,gas_transport,53.82,Columbia,SC,29209,128b150887149c511e7ada594a686da3,28173.0,credit
2020-11-19 10:22:57,3554849923339851,fraud_Mraz-Herzog,gas_transport,58.63,Stillwater,OK,74074,937ecf91708263c24a31744c64bc70a8,74652.0,debit
2020-11-23 05:03:54,4383521454815,fraud_Shields Inc,grocery_net,33.21,Indianapolis,IN,46290,38cf4a80d03c3a04e0531f502ab58e82,46953.0,credit
2020-07-18 13:24:31,374656033243756,fraud_Terry-Huel,shopping_net,2.85,Arlington,VA,22213,35144698a53414f8737a17439287ec21,20735.0,credit
2020-12-11 19:29:11,5152054598359927,fraud_Hirthe-Beier,health_fitness,8.94,Gretna,LA,70056,013f6f09b4ec4f43c3b884819df2718d,70345.0,mobile transaction
2020-08-18 04:19:26,30143713661454,fraud_Marks Inc,gas_transport,64.73,Halma,MN,56729,6239e0215faee60d9b92080df6a5ab8c,56748.0,debit
2020-10-06 09:00:22,4424338559877976,fraud_Kassulke PLC,shopping_net,5.93,Kirby,OH,43330,e2c322a3e05cb642bb8a02422641c94b,44883.0,credit
2020-09-21 01:31:08,213114122496591,fraud_Heller-Langosh,gas_transport,65.37,Minnesota Lake,MN,56068,829c4fe527d9ed5c653592cac7ca3315,56011.0,debit
2020-12-01 20:53:40,30235438713303,fraud_Lubowitz-Walter,kids_pets,70.87,Winfield,WV,25213,48aec193891abba654fd67f369273f43,26320.0,mobile transaction
2020-09-29 13:43:59,3533012926413100,"fraud_Hills, Hegmann and Schaefer",health_fitness,103.75,Barneveld,NY,13304,901f11c98752baa1eda09746b3346148,13659.0,debit
2020-11-02 16:12:37,4003989662068504,fraud_Tromp Group,travel,9.94,Bessemer,AL,35022,3eb6bcdb649eafb1582ff0c6596fd283,35405.0,debit
2020-08-29 21:14:02,5501083170975659,"fraud_Windler, Goodwin and Kovacek",home,8.74,Cuyahoga Falls,OH,44223,41a5e02616eff33d7219d9247f558f35,44110.0,credit
2020-12-25 23:55:34,3583635130604947,"fraud_Roberts, Ryan and Smith",personal_care,15.82,Philadelphia,PA,19149,6910e701d4a344e3c7560c0de88fe329,18042.0,debit
2020-08-25 17:45:15,4223708906367574214,fraud_Wuckert-Goldner,home,60.67,Mount Saint Joseph,OH,45051,649e4eb91ebf243337db6a5f38040ef8,45064.0,mobile transaction
2020-09-05 21:30:13,378006354724784,fraud_Kessler Group,travel,602.11,Etlan,VA,22719,87b3650f85d2d793042845eff42a3555,25411.0,credit
2020-12-13 21:45:00,180018375329178,"fraud_Daugherty, Pouros and Beahan",shopping_pos,6.04,Munith,MI,49259,8c2fd34108376e840f6c48f525601b58,49232.0,debit
2020-07-25 07:23:58,2720894374956739,fraud_Miller-Hauck,grocery_pos,99.25,Mount Clemens,MI,48043,b2156b9b14987f72e65b4cac589d5bbe,,bank transaction
2020-11-30 08:26:12,377895991033232,fraud_Jacobi and Sons,shopping_pos,8.55,Higganum,CT,6441,e2dbc6002f24de859985971bc9ce7d53,6033.0,debit
2020-12-19 05:03:58,3596217206093829,"fraud_Huel, Hammes and Witting",grocery_pos,91.29,Birmingham,IA,52535,8c3b7f57428a8f0816930c70b64afa2b,52356.0,bank transaction
2020-12-14 10:21:04,3547560454237873,fraud_Kihn Inc,shopping_pos,6.98,Arcadia,MI,49613,25eb06cbb81465adb46ebeaf63c087d7,49349.0,credit
2020-12-13 17:47:52,3518758680062249,fraud_Weber and Sons,food_dining,100.53,Moab,UT,84532,396d9b091496a159aab586a47651605f,,credit
2020-09-28 19:16:16,4989847570577635369,fraud_Wilkinson LLC,personal_care,14.49,Prosperity,SC,29127,8d334f3c45327a144eaf94c8e3d30e8b,29070.0,bank transaction
2020-08-07 07:35:51,342952484382519,fraud_Ortiz Group,grocery_net,61.4,East Canaan,CT,6024,36b0e5891c976e49bbcb15636e9c4ed5,5345.0,mobile transaction
2020-11-02 08:38:16,2720433095629877,fraud_Marks Inc,gas_transport,46.15,Bowdoin,ME,4287,a7f3fe1e4b9d6c8360d5e260f8274228,4530.0,debit
2020-09-13 20:51:06,6011109736646996,fraud_Macejkovic-Lesch,shopping_pos,44.23,Wilmington,NC,28405,2f992f5d027bb411d48ea8b74faedcdb,,bank transaction
2020-12-04 22:19:51,4671727014157745,fraud_Spencer PLC,entertainment,13.97,Andrews,IN,46702,7a1ea7ead137684ada6f9310843af610,46506.0,debit
2020-11-14 13:57:01,344342339068828,"fraud_Hauck, Dietrich and Funk",kids_pets,13.67,Darien,GA,31305,6d0c9906c7c22e292614ea20b7e34c03,31527.0,mobile transaction
2020-12-21 08:47:14,4428154703770710,fraud_Spinka Inc,grocery_net,56.42,Colton,WA,99113,e8d24183a8f203f7f45cbed4a55c6227,,mobile transaction
2020-08-16 02:28:54,346273234529002,"fraud_Moore, Dibbert and Koepp",misc_net,2.32,Ronceverte,WV,24970,22aa4a52854c8f3b026f39228fe468b0,24326.0,debit
2020-07-26 14:57:15,3534330126107879,fraud_Spencer PLC,entertainment,81.77,Bridger,MT,59014,ee61f20877da887ceb492778a41f7092,82421.0,credit
2020-08-21 13:16:58,6011552879910390,fraud_Streich Ltd,home,66.74,Lonetree,WY,82936,ab875ca72a97d9af5252657f6b2f0240,84052.0,bank transaction
2020-07-29 06:42:29,30082025922891,"fraud_Bahringer, Osinski and Block",food_dining,181.25,Naples,FL,34112,371a12efe37b0900753b0ac27bb75af8,33920.0,bank transaction
2020-09-04 14:22:04,342035762534413,fraud_McKenzie-Huels,food_dining,2.22,Manquin,VA,23106,ee296713016217d58d4ab4574a2bcfd4,22134.0,mobile transaction
2020-11-08 11:53:15,3517814635263522,fraud_Grimes LLC,entertainment,47.98,Union,WV,24983,31ceb9ad225dd39eab5a11499efed44c,24122.0,mobile transaction
2020-11-02 21:16:32,6011109736646996,fraud_Romaguera Ltd,health_fitness,62.61,Wilmington,NC,28405,c33832e66fa3ff6aceae2eaed50871a3,,debit
2020-07-11 14:57:26,4642255475285942,fraud_Ankunding-Carroll,travel,5.37,Thompson,UT,84540,6be438fe1566029767c18005d9eecde3,,credit
2020-12-06 00:45:54,371683116218417,fraud_Effertz LLC,entertainment,4.06,Iselin,NJ,8830,db1b8a3cfc696e246ba2c9e6b8aec53e,8533.0,mobile transaction
2020-09-27 13:43:10,4562827002127,"fraud_Quitzon, Green and Bashirian",shopping_pos,7.24,Greenville,OH,45331,e0cc171b91d648b6eaa2753287bfea73,46133.0,debit
2020-10-25 18:41:42,2235613922823698,fraud_Pouros-Conroy,shopping_pos,4.74,Manville,WY,82227,e79c57ebe37024c0bc8ca939988212fe,,bank transaction
2020-09-29 09:34:23,30371006069917,fraud_Pacocha-O'Reilly,grocery_pos,123.69,Tamaroa,IL,62888,04ebf6aa5eefb62c09651c896de20be1,62214.0,credit
2020-08-17 15:59:24,4755696071492,fraud_Auer-West,shopping_net,1037.36,Sachse,TX,75048,7d804f3f0e8d14f1792bf880be9657fc,75103.0,bank transaction
2020-10-31 09:01:57,4992346398065154184,"fraud_Roob, Conn and Tremblay",shopping_pos,21.8,Mc Nabb,IL,61335,5a56050f550451b0da41776c487912b7,60520.0,credit
2020-11-02 16:07:55,5456776410929288,fraud_Altenwerth-Kilback,home,42.38,North Washington,PA,16048,8cb9387731a8b9309e7507dc30640a93,16423.0,bank transaction
2020-12-05 20:14:45,60422928733,"fraud_Windler, Goodwin and Kovacek",home,16.32,North Augusta,SC,29860,edce2d42dc8e36465bc0bf7a09ebc7a3,29831.0,mobile transaction
2020-06-24 12:39:03,4457732997086323466,"fraud_Baumbach, Strosin and Nicolas",shopping_pos,132.08,Fiddletown,CA,95629,a2c118bc78b62f5add50af1364c674df,95230.0,debit
2020-08-09 11:40:01,4710826438164847414,"fraud_Okuneva, Schneider and Rau",shopping_pos,19.66,Turner,MT,59542,cb1ad4dcb489d43c9d35d181663ef25b,,bank transaction
2020-07-12 15:53:10,2383461948823908,fraud_Runte-Mohr,food_dining,45.84,Parsonsfield,ME,4047,9c262710ea0526847f9f1a534c602052,1985.0,credit
2020-12-15 08:06:44,4147608975828480,fraud_Jacobi and Sons,shopping_pos,2.95,Comfrey,MN,56019,468e714c2c43e2330bf864ee5d0504ec,56027.0,credit
2020-08-17 20:12:09,180067784565096,fraud_Bode-Rempel,kids_pets,20.78,North Prairie,WI,53153,02af52972a125f93670c3a0ea714326d,61114.0,debit
2020-08-31 00:44:08,3587044315915002,"fraud_Osinski, Ledner and Leuschke",grocery_pos,81.66,Grand Junction,TN,38039,b247cbfd79362380bb91f579570d2e40,38603.0,debit
2020-12-20 14:31:08,3564839259330465,fraud_Ernser-Lynch,food_dining,31.74,Port Costa,CA,94569,b3f6925ecaffcbca777cb495ecf82f2a,95209.0,debit
2020-12-16 10:35:38,3595192916105588,"fraud_Tillman, Fritsch and Schmitt",misc_net,8.02,Fayetteville,NC,28314,6c5e990dc39d536a181a3cff489cc5ea,27542.0,credit
2020-12-26 23:33:04,4010002218955876,fraud_Wilkinson LLC,personal_care,15.9,Houston,TX,77026,31428b492236786a93aa468a5dcf7fc9,77320.0,mobile transaction
2020-12-05 16:34:37,3526826139003047,"fraud_Hermiston, Russel and Price",food_dining,25.3,Falmouth,MI,49632,f9f810cd7a4d524c25828c6723301564,49633.0,mobile transaction
2020-08-30 18:08:17,4254074738931278,fraud_Berge-Hills,kids_pets,321.12,Allentown,NY,14707,cf0ea5fac756696cd12051f922583004,14437.0,credit
2020-08-25 23:12:21,6011348830550197,fraud_Spencer-Runolfsson,misc_pos,4.84,Birmingham,AL,35229,adf97ea3d27f0543b985e12918e378b7,35016.0,credit
2020-09-28 20:36:06,630423337322,fraud_Hamill-D'Amore,health_fitness,53.62,Orient,WA,99160,fc5c344edb1648d17fc7e72832b4cfa0,,bank transaction
2020-11-10 10:58:39,4006047418382,fraud_Kerluke Inc,misc_net,3.59,Parkers Lake,KY,42634,8c76127f956ed2a8e60a08620c052121,42528.0,debit
2020-09-08 14:05:48,4917226033950,fraud_Schoen Ltd,kids_pets,11.23,Sardis,AL,36775,b36f450e3b404827a58feda4f1eb594c,36769.0,mobile transaction
2020-12-20 19:48:05,376028110684021,fraud_Torphy-Goyette,shopping_pos,147.2,Meadville,MO,64659,37ecf0573c34b7fba00fc2aecc44c360,63558.0,credit
2020-12-27 07:55:32,3564839259330465,fraud_Gutmann Ltd,grocery_net,56.02,Port Costa,CA,94569,23f31570069a0c314a342082b13e8445,95659.0,debit
2020-11-30 07:41:50,36192615525683,"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,200.81,Albuquerque,NM,87109,cd910ee8b9cbef2cf93e86304efcda37,87573.0,mobile transaction
2020-09-11 16:51:28,3533742182628021,"fraud_Roob, Conn and Tremblay",shopping_pos,8.81,Johns Island,SC,29455,03904e8cac908b715b0933b0de20bb41,,debit
2020-11-04 18:55:27,3529597810116815,"fraud_Kerluke, Kertzmann and Wiza",misc_net,5.54,Mill Creek,PA,17060,6111af9b76f8cb661ce9b26edfa58fc9,21773.0,credit
2020-11-01 12:14:46,6011104316292105,"fraud_Hettinger, McCullough and Fay",home,7.88,Drakes Branch,VA,23937,76e312c51137d6c4d12be609823002ca,23944.0,mobile transaction
2020-11-11 13:56:51,3589255887819806,fraud_Skiles LLC,home,10.21,Hancock,MD,21750,c0487c1fcdb4b153b12cb6743924481f,22835.0,debit
2020-12-24 06:28:24,6011399591920186,fraud_Schmitt Inc,gas_transport,63.23,Sheffield,MA,1257,068ca60f533cb40510e001378b7d8079,12457.0,credit
2020-07-26 10:12:33,4658117080136,"fraud_Lind, Huel and McClure",gas_transport,73.17,Crownpoint,NM,87313,30c82391148feab58538ef9e176e4426,87312.0,bank transaction
2020-12-25 13:29:39,4839043708100390,fraud_Bartoletti and Sons,personal_care,5.32,Hedrick,IA,52563,3f448c679406194793aa6330ff40d829,52336.0,mobile transaction
2020-06-22 21:12:31,4956828990005111019,fraud_Herman Inc,misc_pos,1.8,Elizabeth,NJ,7208,a3de3bdef3a7e07bb9bb6a24004197f6,6877.0,credit
